Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks,Popularity,Movies_TV_feature_count,Oscars_won
A View To A Kill,DURAN DURAN,5/18/1985,43,1,17,54,0,0
You're Only Human,BILLY JOEL,7/13/1985,50,9,16,37,0,0
Raspberry Beret,PRINCE,5/18/1985,37,2,17,65,0,0
Cherish,MADONNA,8/19/1989,37,2,15,47,0,0
State Of The Heart,RICK SPRINGFIELD,6/8/1985,82,22,15,30,0,0
Don't Lose My Number,PHIL COLLINS,7/20/1985,46,4,18,51,0,0
Invincible,PAT BENATAR,7/6/1985,61,10,17,45,0,0
19,PAUL HARDCASTLE,6/1/1985,78,15,14,45,0,0
Dare Me,POINTER SISTERS,7/13/1985,62,11,18,31,0,0
Money For Nothing,DIRE STRAITS,7/13/1985,87,1,22,59,0,0
Pop Life,PRINCE,7/27/1985,46,7,14,49,0,0
Mystery Lady,BILLY OCEAN,7/6/1985,66,24,15,27,0,0
Life In One Day,HOWARD JONES,7/6/1985,72,19,16,41,0,0
Smokin' In The Boys Room,MOTLEY CRUE,7/13/1985,77,16,15,54,0,0
Sussudio,PHIL COLLINS,5/11/1985,39,1,17,60,2,0
Just As I Am,AIR SUPPLY,5/25/1985,63,19,15,47,0,0
I Wonder If I Take You Home,LISA LISA AND CULT JAM,6/8/1985,86,34,21,47,0,0
Find A Way,DWELE,9/20/2003,99,93,12,46,0,0
Shame,"EVELYN ""CHAMPAGNE"" KING",6/17/1978,87,9,19,49,1,0
Live Every Moment,REO SPEEDWAGON,7/13/1985,78,34,11,31,1,0
Lay It Down,RATT,7/6/1985,86,40,11,50,0,0
Wild And Crazy Love,MARY JANE GIRLS,7/20/1985,71,42,10,17,0,0
When Your Heart Is Weak,COCK ROBIN,6/15/1985,90,35,16,31,0,0
Do You Want Crying,KATRINA AND THE WAVES,7/27/1985,83,37,10,17,0,0
There Must Be An Angel,EURYTHMICS,8/3/1985,64,22,11,41,0,0
Hangin' On A String,LOOSE ENDS,7/20/1985,77,43,10,47,0,0
No Looking Back,MICHAEL McDONALD,7/27/1985,72,34,12,-1,0,0
Only For Love,LIMAHL,7/20/1985,84,51,7,18,0,0
Spanish Eddie,LAURA BRANIGAN,7/27/1985,84,40,11,34,0,0
Not Enough Love In The World,DON HENLEY,5/25/1985,80,34,17,32,0,0
Let Him Go,ANIMOTION,6/1/1985,84,39,13,12,0,0
Take On Me,A-HA,7/13/1985,91,1,27,81,0,0
I Got You Babe,UB 40 &amp; CHRISSIE HYNDE,7/27/1985,89,28,14,-1,0,0
Summertime Girls,Y&amp;T,7/13/1985,90,55,10,-1,0,0
Oh Sheila,READY FOR THE WORLD,8/3/1985,85,1,21,47,0,0
Every Step Of The Way,JOHN WAITE,8/10/1985,62,25,12,18,0,0
You Look Marvellous,BILLY CRYSTAL,7/27/1985,82,58,12,-1,0,0
Your Love Is King,SADE,6/22/1985,77,54,11,49,0,0
C-I-T-Y,JOHN CAFFERTY &amp; THE BEAVER BROWN BAND,8/10/1985,65,18,15,-1,0,0
Love And Pride,KING,7/20/1985,87,55,11,37,0,0
Abadabadango,KIM CARNES,8/3/1985,74,67,4,4,0,0
The Goonies 'R' Good Enough,CYNDI LAUPER,5/18/1985,45,10,15,50,2,0
Crazy In The Night,KIM CARNES,5/11/1985,65,15,16,32,0,0
Tonight It's You,CHEAP TRICK,7/27/1985,93,44,17,31,0,0
And We Danced,HOOTERS,8/10/1985,72,21,20,46,0,0
Sweet Sweet Baby (I'm Falling),LONE JUSTICE,7/27/1985,90,73,5,15,0,0
I Want My Girl,JESSE JOHNSON'S REVUE,7/20/1985,88,76,8,20,0,0
Some People,BELOUIS SOME,8/3/1985,89,67,6,24,0,0
Black Kisses Never Make You Blue,CURTIE AND THE BOOM BOX,7/27/1985,88,81,4,-1,0,0
In And Out Of Love,BON JOVI,8/3/1985,88,69,6,38,0,0
Tough All Over,JOHN CAFFERTY &amp; THE BEAVER BROWN BAND,5/11/1985,53,22,15,-1,0,0
Power Of Love (You Are My Lady),AIR SUPPLY,8/10/1985,84,68,6,47,0,0
It's Getting Late,BEACH BOYS,8/3/1985,90,82,5,-1,0,0
Posession Obsession,DARYL HALL &amp; JOHN OATES,6/1/1985,66,30,12,-1,0,0
Running Back,URGENT,8/10/1985,88,79,5,-1,0,0
Love Resurrection,ALISON MOYET,7/20/1985,89,82,4,42,0,0
Getcha Back,BEACH BOYS,5/25/1985,51,51,1,29,0,0
Black Cars,GINO VANNELLI,5/4/1985,85,42,16,28,0,0
Fright Night,J. GEILS BAND,8/10/1985,93,91,2,-1,0,0
Like A Surgeon,WEIRD AL YANKOVIC,6/22/1985,74,47,8,35,0,0
Centerfield,JOHN FOGERTY,5/25/1985,71,44,13,53,0,0
My Toot Toot,JEAN KNIGHT,5/4/1985,84,50,15,10,0,0
Bit By Bit,STEPHANIE MILLS,7/6/1985,88,78,6,18,0,0
(Everything I Do) I Do It For You,BRYAN ADAMS,6/29/1991,53,1,22,63,0,0
P.A.S.S.I.O.N.,RHYTHM SYNDICATE,6/1/1991,73,2,17,-1,0,0
Every Heartbeat,AMY GRANT,6/15/1991,53,2,19,34,1,0
It Ain't Over Till It's Over,LENNY KRAVITZ,6/8/1991,64,2,19,-1,0,0
Temptation,CORINA,5/18/1991,94,6,21,30,0,0
Fading Like A Flower,ROXETTE,6/15/1991,59,2,18,37,0,0
I'll Be There,ESCAPE CLUB,5/25/1991,91,8,25,27,0,0
Wind Of Change,SCORPIONS,6/1/1991,91,4,25,64,0,0
3am Eternal,KLF,6/22/1991,94,5,19,30,0,0
I Can't Wait Another Minute,HI-FIVE,6/22/1991,77,8,21,43,0,0
Motownphilly,BOYZ II MEN,6/15/1991,63,3,24,53,0,0
The Promise Of A New Day,PAULA ABDUL,7/20/1991,40,1,16,39,0,0
Things That Make You Go Hmmmm...,C&amp;C MUSIC FACTORY featuring FREEDOM WILLIAMS,7/20/1991,49,4,16,-1,0,0
Too Many Walls,CATHY DENNIS,7/6/1991,65,8,20,28,0,0
Time Love And Tenderness,MICHAEL BOLTON,7/13/1991,59,7,18,32,0,0
Rush Rush,PAULA ABDUL,5/11/1991,36,1,19,56,0,0
Now That We've Found Love,HEAVY D AND THE BOYZ,6/29/1991,93,11,22,20,0,0
The Dream Is Still Alive,WILSON PHILLIPS,6/1/1991,71,12,14,30,0,0
The Motown Song,ROD STEWART,7/6/1991,73,10,17,30,0,0
Piece Of My Heart,TARA KEMP,5/11/1991,98,7,18,12,0,0
I Adore Mi Amor,COLOR ME BADD,7/27/1991,60,1,20,42,0,0
You Could Be Mine,GUNS N'ROSES,7/13/1991,64,29,15,-1,0,0
Only Time Will Tell,NELSON,6/22/1991,90,28,14,29,0,0
Place In The World,MICHAEL W. SMITH,5/4/1991,84,6,21,27,0,0
Love Of A Lifetime,FIREHOUSE,6/29/1991,81,5,22,51,0,0
Just Like You,ROBBIE NEVIL,7/6/1991,84,25,14,21,0,0
My Name Is Not Susan,WHITNEY HOUSTON,7/27/1991,67,20,10,42,0,0
Learning To Fly,TOM PETTY AND THE HEARTBREAKERS,6/29/1991,87,28,14,65,0,0
Shiny Happy People,R.E.M.,7/27/1991,71,10,15,55,0,0
Pop Goes The Weasel,3RD BASS,7/13/1991,82,29,13,33,0,0
Let The Beat Hit 'Em,LISA LISA AND CULT JAM,6/22/1991,98,37,16,35,0,0
Love On A Rooftop,DESMOND CHILD,6/22/1991,93,40,12,9,0,0
Nights Like This,AFTER 7,5/25/1991,78,24,15,40,0,0
It Hit Me Like A Hammer,HUEY LEWIS AND THE NEWS,7/20/1991,80,21,13,34,0,0
Something To Talk About,BONNIE RAITT,7/20/1991,83,5,20,55,0,0
Lily Was Here,DAVID A. STEWART &amp; CANDY DULFER,5/18/1991,91,11,16,-1,0,0
Everybody Plays The Fool,THE MAIN INGREDIENT,7/15/1972,94,3,18,54,2,0
Got A Love For You,JOMANDA,7/6/1991,99,40,15,23,0,0
Elevate My Mind,STEREO MCS,6/1/1991,88,39,13,28,0,0
The Sound Of Your Voice,.38 SPECIAL,7/13/1991,100,33,15,28,0,0
Can't Forget You,GLORIA ESTEFAN,6/8/1991,90,43,13,12,0,0
Can You Stop The Rain,PEABO BRYSON,6/22/1991,100,52,15,42,0,0
Do Anything,NATURAL SELECTION,8/10/1991,58,2,21,-1,0,0
My Fallen Angel,CORO,7/13/1991,97,54,11,29,0,0
Hole Hearted,EXTREME,8/3/1991,75,4,20,40,0,0
There She Goes,THE LA'S,7/20/1991,94,49,10,54,0,0
Latin Active,A LIGHTER SHADE OF BROWN,7/20/1991,92,59,12,-1,0,0
A Better Love,LONDONBEAT,5/11/1991,86,18,15,12,0,0
That's The Way Love Goes,YOUNG MC,8/3/1991,87,54,7,24,0,0
Gypsy Woman,BRIAN HYLAND,8/28/1970,119,3,21,31,1,0
Don't Want To Be A Fool,LUTHER VANDROSS,8/3/1991,92,9,20,34,0,0
Running Back To You,VANESSA WILLIAMS,8/10/1991,72,18,21,21,0,0
The One And Only,CHESNEY HAWKES,8/3/1991,79,10,20,54,0,0
Kissing You,KEITH WASHINGTON,5/25/1991,88,40,13,44,0,0
I Don't Wanna See You,MICHAEL MORALES,7/27/1991,88,73,4,2,0,0
Love...Thy Will Be Done,MARTIKA,8/10/1991,77,10,15,28,0,0
Hey Stoopid,ALICE COOPER,7/27/1991,99,78,5,45,0,0
You Can't Play With My Yo-Yo,YO-YO featuring ICE CUBE,5/25/1991,87,36,12,-1,0,0
Turn It Up,OAKTOWN'S 3.5.7,8/3/1991,82,66,6,10,0,0
My Body Says Yes,TITIYO,6/8/1991,85,42,11,-1,0,0
Just Want To Hold On,JASMINE GUY,8/3/1991,91,34,20,-1,0,0
Get Serious,CUT 'N MOVE,8/3/1991,90,76,6,8,0,0
Low Rider,LATIN ALLIANCE feat. WAR,8/10/1991,84,54,11,-1,0,0
Chorus,ERASURE,8/10/1991,85,83,11,39,0,0
If I Say Yes,KING OF THE HILL,8/10/1991,86,63,6,-1,0,0
Louder Than Love,TKA,8/10/1991,87,62,11,38,0,0
Dirty Love,THUNDER,6/1/1991,95,55,13,31,0,0
Silver Thunderbird,MARC COHN,8/10/1991,89,63,8,37,0,0
Wanna Dance,YASMIN,7/20/1991,99,76,4,-1,0,0
Just Ask To Me,TEVIN CAMPBELL,8/10/1991,92,88,5,12,0,0
Till Somebody Loves You,HENRY LEE SUMMER,8/10/1991,93,51,10,-1,0,0
Love Desire,SANDEE,6/1/1991,89,49,11,6,0,0
Can I Call You My Girl,PC QUEST,5/4/1991,96,58,15,-1,0,0
Macarena (Bayside Boys Mix),LOS DEL RIO,5/11/1996,47,1,40,-1,0,0
You're Makin' Me High / Let It Flow,TONI BRAXTON,6/8/1996,7,1,41,-1,0,0
How Do U Want It / California Love,2PAC featuring KC AND JOJO,6/15/1996,64,1,24,-1,0,0
Twisted,KEITH SWEAT,6/22/1996,24,2,38,62,0,0
I Can't Sleep Baby (If I),R. KELLY,7/13/1996,17,5,20,41,0,0
You Learn / You Oughta Know,ALANIS MORISSETTE,7/27/1996,6,6,30,-1,0,0
Loungin',LL COOL J,7/6/1996,87,3,29,44,0,0
Who Will Save Your Soul,JEWEL,6/1/1996,39,11,30,56,0,0
I Love You Always Forever,DONNA LEWIS,6/22/1996,95,2,41,64,0,0
Elevators (Me & You),OUTKAST,7/27/1996,16,12,20,56,0,0
Why I Love You So Much / Ain't Nobody,MONICA,6/8/1996,16,9,20,-1,0,0
Kissin' You,TOTAL,5/4/1996,59,12,22,55,0,0
Tha Crossroads,BONE THUGS-N-HARMONY,5/11/1996,2,1,20,64,0,0
"The Earth, The Sun, The Rain",COLOR ME BADD,5/4/1996,46,21,22,37,0,0
Touch Me Tease Me,CASE featuring FOXY BROWN,5/11/1996,84,14,20,-1,0,0
Where Do You Go,NO MERCY,7/6/1996,68,5,39,50,1,0
Hay,CRUCIAL CONFLICT,5/11/1996,90,18,20,41,0,0
Until It Sleeps,METALLICA,6/8/1996,10,10,20,51,0,0
Why Does It Hurt So Bad,WHITNEY HOUSTON,8/3/1996,60,26,20,42,0,0
It's All The Way Live,COOLIO,6/1/1996,88,29,18,8,0,0
Tucker's Town Can't Get You Off,HOOTIE AND THE BLOWFISH,7/13/1996,88,38,20,-1,0,0
Blue,LeANN RIMES,6/22/1996,56,26,20,45,1,0
Theme From Mission Impossible,ADAM CLAYTON &amp; LARRY MULLEN,5/11/1996,78,7,20,-1,0,0
Like A Woman,TONY RICH PROJECT,7/27/1996,76,41,15,21,0,0
My Boo,GHOST TOWN DJs,7/6/1996,65,31,31,64,1,0
Macarena (Original Version),LOS DEL RIO,7/6/1996,72,23,21,0,0,0
Where Do We Go From Here,VANESSA WILLIAMS,7/13/1996,80,71,14,17,0,0
The Things That You Do,GINA THOMPSON,7/13/1996,92,41,20,36,0,0
It's A Party,BUSTA RHYMES,7/13/1996,61,52,13,43,0,0
Fastlove,GEORGE MICHAEL,5/11/1996,34,8,23,62,0,0
Get On Up,THE ESQUIRES,8/19/1967,92,11,15,26,0,0
Flood,JARS OF CLAY,5/18/1996,56,37,19,46,2,0
One By One,CHER,6/15/1996,81,52,14,27,0,0
This Is Your Night,AMBER,6/15/1996,98,24,40,46,0,0
Where It's At,BECK,6/29/1996,75,61,19,52,0,0
Blackberry Molasses,MISTA,6/29/1996,96,53,18,44,0,0
Po Pimp,DO OR DIE,8/3/1996,78,22,20,50,0,0
Redneck Games,JEFF FOXWORTHY &amp; ALAN JACKSON,6/29/1996,92,66,10,-1,0,0
Baby Luv,GROOVE THEORY,8/3/1996,70,65,11,23,0,0
Angeline Is Coming Home,THE BADLEES,7/6/1996,99,67,11,12,0,0
All Along,BLESSED UNION OF SOULS,7/13/1996,83,68,28,-1,0,0
I'll Never Stop Loving You,J'SON,5/25/1996,91,62,16,-1,0,0
They Don't Care About Us,MICHAEL JACKSON,6/8/1996,30,30,13,64,0,0
Do You Miss Me,JOCELYN ENRIQUEZ,7/27/1996,95,49,23,33,0,0
Macarena,LOS DEL MAR,6/22/1996,92,71,15,24,4,0
All I See,A+,8/3/1996,77,66,14,-1,0,0
Mint Car,CURE,7/20/1996,58,58,5,36,0,0
Back To The World,TEVIN CAMPBELL,6/22/1996,57,47,9,37,0,0
Shake A Lil Somethin',2 LIVE CREW,8/10/1996,80,72,15,28,0,0
In The Hood,DONELL JONES,7/6/1996,92,79,8,49,0,0
Waiting For Wednesday,LISA LOEB &amp; NINE STORIES,7/20/1996,93,83,5,-1,0,0
Tell Me (I'll Be Around),SHADES,8/3/1996,97,50,17,-1,0,0
Wishes,NATHAN MORRIS,7/27/1996,99,86,5,-1,0,0
House Keeper,MEN OF VIZION,6/1/1996,97,67,11,33,0,0
Touch Myself,T-BOZ,8/10/1996,88,40,20,19,0,0
You Still Touch Me,STING,5/18/1996,89,60,13,25,0,0
Paparazzi,LADY GAGA,9/12/2009,74,6,27,58,2,0
Just Because I Love You,LINA SANTIAGO,8/10/1996,93,78,8,14,0,0
Never Too Busy,KENNY LATTIMORE,7/20/1996,94,89,4,39,0,0
Things We Do For Love,HORACE BROWN,8/10/1996,95,95,1,35,0,0
Forever More,STEVIE B,10/26/1991,100,96,4,15,0,0
So Many Ways,BROOK BENTON,10/12/1959,114,6,17,27,0,0
Ready To Go,REPUBLICA,8/10/1996,99,56,20,45,0,0
The Only Thing That Looks Good On Me Is You,BRYAN ADAMS,5/25/1996,90,52,12,26,0,0
Hot In Herre,NELLY,5/4/2002,49,1,26,66,0,0
Dilemma,NELLY featuring KELLY ROWLAND,7/13/2002,54,1,29,-1,0,0
Complicated,CAROLYN DAWN JOHNSON,9/8/2001,77,59,15,35,0,0
I Need A Girl (Part Two),"P. DIDDY &amp; GINUWINE feat LOON, MARIO WINANS &amp; TAMMY RUGGIERI",6/8/2002,55,4,26,-1,0,0
Just A Friend 2002,MARIO,5/25/2002,88,4,21,60,0,0
Down 4 U,"IRV GOTTI pres THE INC. feat JA RULE, ASHANTI, CHARLI BALTIM",6/22/2002,74,6,20,-1,0,0
Without Me,EMINEM,5/11/2002,44,2,20,75,0,0
Nothin',N.O.R.E.,5/25/2002,81,10,24,50,0,0
Just Like A Pill,PINK,7/6/2002,61,8,20,65,0,0
No Such Thing,JOHN MAYER,6/1/2002,65,13,24,63,2,0
Gangsta Lovin',EVE featuring ALICIA KEYS,7/13/2002,61,2,22,-1,0,0
The Good Stuff,KENNY CHESNEY,6/8/2002,70,22,20,55,0,0
Move B***h,LUDACRIS feat MYSTIKAL &amp; INFAMOUS 2.0,6/8/2002,88,10,23,-1,0,0
"Courtesy Of The Red, White And Blue (The Angry American)",TOBY KEITH,6/8/2002,73,25,20,64,0,0
Cleanin' Out My Closet,EMINEM,8/3/2002,54,4,20,64,0,0
Why Don't We Fall In Love,AMERIE,6/8/2002,71,23,19,53,0,0
One Last Breath,CREED,6/8/2002,72,6,34,59,0,0
Grindin',THE CLIPSE,5/25/2002,98,30,20,0,0,0
Long Time Gone,DIXIE CHICKS,6/22/2002,67,7,20,47,0,0
By The Way,RED HOT CHILI PEPPERS,6/15/2002,55,34,20,72,0,0
Two Wrongs,WYCLEF JEAN featuring CLAUDETTE ORTIZ,7/13/2002,76,28,20,-1,0,0
Unbroken,TIM McGRAW,7/6/2002,69,26,20,33,0,0
Gotta Get Thru This,DANIEL BEDDINGFIELD,7/27/2002,77,10,21,-1,0,0
Days Go By,DIRTY VEGAS,5/11/2002,84,14,20,47,1,0
I Miss My Friend,DARRYL WORLEY,6/15/2002,73,28,20,50,0,0
"My Neck, My Back",KHIA featuring DSD,5/25/2002,83,42,18,-1,0,0
Feel It Boy,BEENIE MAN featuring JANET,8/3/2002,65,28,12,-1,0,0
A Little Less Conversation,ELVIS PRESLEY vs JXL,7/13/2002,50,50,9,30,8,0
Tonight I Wanna Be Your Man,ANDY GRIGGS,6/29/2002,74,52,12,27,0,0
The Impossible,JOE NICHOLS,6/1/2002,95,29,21,45,0,0
Ten Rounds With Jose Cuervo,TRACY BYRD,7/6/2002,73,26,20,59,0,0
I Keep Looking,SARA EVANS,7/20/2002,70,35,19,31,0,0
Good Times,CHIC,6/16/1979,72,1,19,64,0,0
The Rising,BRUCE SPRINGSTEEN,8/3/2002,52,52,11,52,0,0
Running Away,HOOBASTANK,7/6/2002,76,44,20,45,0,0
If I Could Go!,ANGIE MARTINEZ feat LIL' MO &amp; SACARIO,6/22/2002,91,15,26,-1,0,0
Someone To Love You,RUFF ENDZ,5/11/2002,69,49,20,45,0,0
Stingy,GINUWINE,8/3/2002,69,33,20,47,0,0
Not A Day Goes By,LONESTAR,5/11/2002,72,36,17,44,0,0
Where Are You Going,DAVE MATTHEWS BAND,6/15/2002,76,39,20,53,1,0
Full Moon,BRANDY,9/14/2002,94,94,2,42,0,0
I'm Gonna Miss Her (The Fishin' Song),BRAD PAISLEY,5/4/2002,66,29,20,9,0,0
All Eyez On Me,MONICA,8/10/2002,70,69,7,30,0,0
Drift & Die,PUDDLE OF MUDD,5/25/2002,76,61,20,53,0,0
Way Of Life,LIL WAYNE,7/6/2002,96,71,12,33,0,0
She Was,MARK CHESNUTT,8/10/2002,74,62,11,26,0,0
Flake,JACK JOHNSON,8/3/2002,75,73,17,63,2,0
My Heart Is Lost To You,BROOKS &amp; DUNN,5/25/2002,75,48,13,-1,0,0
Beautiful Mess,DIAMOND RIO,8/10/2002,78,28,20,56,0,0
Sweetness,JIMMY EAT WORLD,8/3/2002,79,75,14,62,0,0
She Loves Me Not,PAPA ROACH,7/20/2002,76,76,12,44,0,0
For All Time,SOLUNA,6/22/2002,98,72,11,27,0,0
In Da Wind,TRICK DADDY featuring CEE-LO &amp; BIG BOI,7/13/2002,95,70,18,-1,0,0
I Do (Wanna Get Close To You,3LW featuring P. DIDDY &amp; LOON,8/3/2002,95,58,14,-1,0,0
Hate To Say I Told You So,THE HIVES,7/20/2002,91,86,11,54,0,0
When You Lie Next To Me,KELLIE COFFEY,9/28/2002,98,97,5,30,0,0
Tainted,SLUM VILLAGE featuring DWELE,7/20/2002,98,87,11,-1,1,0
Po' Folks,NAPPY ROOTS featuring ANTHONY HAMILTON,7/20/2002,99,21,23,-1,0,0
Help Me Understand,TRACE ADKINS,7/20/2002,80,80,4,24,0,0
What If A Woman,JOE,5/11/2002,76,63,16,38,0,0
I've Got You,MARC ANTHONY,7/6/2002,81,81,14,46,0,0
Don't Say Goodbye,PAULINA RUBIO,5/4/2002,85,41,16,37,0,0
Quitame Ese Hombre,PILAR MONTENEGRO,5/25/2002,74,74,13,35,0,0
Give Me The Light,SEAN PAUL,5/4/2002,97,7,39,27,0,0
Here To Stay,KORN,5/25/2002,72,72,12,61,0,0
Blurred Lines,ROBIN THICKE featuring T.I. &amp; PHARRELL,5/4/2013,94,1,48,-1,0,0
Best Song Ever,ONE DIRECTION,8/10/2013,2,2,17,69,0,0
We Can't Stop,MILEY CYRUS,6/22/2013,11,2,26,77,0,0
Get Lucky,DAFT PUNK featuring PHARRELL WILLIAMS,5/4/2013,19,2,29,-1,1,0
Treasure,BRUNO MARS,6/1/2013,71,5,23,77,1,0
Holy Grail,JAY Z featuring JUSTIN TIMBERLAKE,7/27/2013,8,4,27,-1,0,0
The Other Side,AEROSMITH,6/23/1990,74,22,15,31,0,0
I Need Your Love,CALVIN HARRIS featuring ELLIE GOULDING,5/4/2013,76,16,25,-1,0,0
Baby I,ARIANA GRANDE,9/21/2013,94,60,2,57,0,0
Runnin' Outta Moonlight,RANDY HOUSER,5/25/2013,91,24,20,69,0,0
Body Party,CIARA,5/11/2013,35,22,20,69,0,0
Beneath Your Beautiful,LABRINTH featuring EMELI SANDE,7/13/2013,95,34,12,-1,0,0
Summertime Sadness,LANA DEL REY,7/27/2013,72,6,23,71,0,0
Round Here,FLORIDA GEORGIA LINE,6/29/2013,89,28,20,66,0,0
Don't Ya,BRETT ELDREDGE,6/8/2013,95,30,20,60,0,0
Everything Has Changed,TAYLOR SWIFT featuring ED SHEERAN,8/10/2013,41,32,17,-1,0,0
Crazy Kids,KE$HA featuring WILL.I.AM or JUICY J,6/15/2013,59,40,13,-1,0,0
Tapout,"RICH GANG featuring LIL WAYNE, BIRDMAN, FUTURE, MACK MAINE",5/25/2013,100,44,20,-1,0,0
Redneck Crazy,TYLER FARR,6/15/2013,95,29,20,60,0,0
Don't Drop That Thun Thun,THE FINATTICZ,7/27/2013,88,35,10,0,0,0
Little Bit Of Everything,KEITH URBAN,6/15/2013,91,33,19,53,0,0
Take Back The Night,JUSTIN TIMBERLAKE,7/27/2013,47,29,13,49,0,0
#Beautiful,MARIAH CAREY featuring MIGUEL,5/25/2013,24,15,16,-1,0,0
Crooked Smile,J. COLE featuring TLC,7/6/2013,74,27,20,-1,0,0
Love More,CHRIS BROWN featuring NICKI MINAJ,8/10/2013,56,23,26,-1,0,0
Gas Pedal,SAGE THE GEMINI featuring IAMSU,8/10/2013,58,29,25,-1,0,0
All Over The Road,EASTON CORBIN,5/25/2013,98,51,20,62,0,0
It Goes Like This,THOMAS RHETT,6/29/2013,96,25,22,65,0,0
No New Friends,"DJ KHALED featuring DRAKE, RICK ROSS &amp; LIL WAYNE",5/11/2013,55,37,19,-1,0,0
Red Nose,SAGE THE GEMINI,8/3/2013,62,52,20,61,0,0
Hey Girl,BILLY CURRINGTON,6/15/2013,93,39,20,58,0,0
Ain't Worried About Nothin',FRENCH MONTANA,7/6/2013,97,63,13,51,0,0
Jump Right In,ZAC BROWN BAND,5/11/2013,99,53,15,55,0,0
Bubble Butt,"MAJOR LAZER featuring BRUNO MARS, TYGA &amp; MYSTIC",6/29/2013,97,56,9,-1,0,0
Tom Ford,JAY Z,7/27/2013,39,39,20,-1,0,0
Parking Lot Party,LEE BRICE,7/13/2013,93,62,20,59,0,0
Point At You,JUSTIN MOORE,6/15/2013,97,53,19,49,1,0
Acapella,KARMIN,7/27/2013,98,72,8,57,0,0
Cruisin' For A Bruisin',"ROSS LYNCH, GRACE PHIPPS &amp; JASON EVIGAN",8/10/2013,82,82,3,-1,0,0
Feds Watching,2 CHAINZ featuring PHARRELL,7/20/2013,67,66,13,-1,0,0
How Many Drinks?,MIGUEL,5/4/2013,88,69,20,62,0,0
HeadBand,B.O.B featuring 2 CHAINZ,7/20/2013,98,53,26,-1,0,0
F*ckwithmeyouknowigotit,JAY Z featuring RICK ROSS,7/27/2013,64,64,9,-1,0,0
Type Of Way,RICH HOMIE QUAN,8/3/2013,98,50,20,53,0,0
Aw Naw,CHRIS YOUNG,8/3/2013,97,45,20,63,0,0
Sweater Weather,THE NEIGHBOURHOOD,7/13/2013,96,14,35,77,0,0
Vivir Mi Vida,MARC ANTHONY,9/28/2013,100,100,1,71,0,0
I'm Out,CIARA featuring NICKI MINAJ,7/20/2013,50,44,5,-1,0,0
Play Hard,DAVID GUETTA featuring NE-YO &amp; AKON,6/8/2013,76,64,4,-1,0,0
LoveHate Thing,WALE featuring SAM DEW,7/20/2013,89,89,8,-1,0,0
When I See This Bar,KENNY CHESNEY,8/10/2013,97,84,7,49,0,0
Chloe (You're The One I Want),EMBLEM3,8/10/2013,98,93,3,52,0,0
Goodbye Town,LADY ANTEBELLUM,7/13/2013,98,80,11,42,0,0
Southern Girl,TIM McGRAW,8/10/2013,100,42,20,55,0,0
Roses Are Red,BOBBY VINTON,6/2/1962,102,1,16,50,1,0
The Wah Watusi,THE ORLONS,6/9/1962,97,2,14,26,0,0
The Loco-Motion,LITTLE EVA,6/30/1962,86,1,16,29,1,0
"Ahab, The Arab",RAY STEVENS,6/23/1962,105,5,12,28,0,0
Speedy Gonzales,PAT BOONE,6/16/1962,70,6,13,31,0,0
Things,BOBBY DARIN,7/7/1962,88,3,12,32,0,0
The Stripper,DAVID ROSE AND HIS ORCHESTRA,5/5/1962,109,1,18,8,4,0
Wolverton Mountain,CLAUDE KING,5/19/1962,103,6,17,28,0,0
Little Diane,DION,7/7/1962,72,8,11,29,0,0
"(Girls, Girls, Girls) Made To Love",EDDIE HODGES,6/16/1962,117,14,12,9,0,0
Johnny Get Angry,JOANIE SOMMERS,5/26/1962,95,7,14,28,0,0
"Theme From ""Dr. Kildare"" Three Stars Will Shine Tonight",RICHARD CHAMBERLAIN,6/2/1962,72,10,14,12,0,0
Twist And Shout,THE ISLEY BROTHERS,5/26/1962,118,17,17,50,0,0
Party Lights,CLAUDINE CLARK,6/30/1962,95,5,15,26,1,0
Heart In Hand,BRENDA LEE,7/7/1962,65,15,10,17,0,0
Dancin' Party,CHUBBY CHECKER,6/23/1962,78,12,10,31,0,0
I Need Your Loving,DON GARDNER &amp; DEE DEE FORD,5/26/1962,120,20,14,-1,1,0
Little Red Rented Rowboat,JOE DOWELL,6/16/1962,107,23,10,3,0,0
Sheila,TOMMY ROE,7/14/1962,120,1,16,28,0,0
Gravy (For My Mashed Potatoes),DEE DEE SHARP,6/9/1962,116,9,11,24,0,0
She's Not You,ELVIS PRESLEY,8/4/1962,57,5,10,48,0,0
Bring It On Home To Me,SAM COOKE,6/23/1962,94,13,13,70,1,0
Call Me Mr. In-Between,BURL IVES,7/21/1962,93,19,9,6,0,0
A Swingin' Safari,BILLY VAUGHN AND HIS ORCHESTRA,7/21/1962,70,13,12,-1,0,0
"""Route 66"" Theme",NELSON RIDDLE AND HIS ORCHESTRA,5/26/1962,114,30,13,-1,0,0
Have A Good Time,SUE THOMPSON,6/16/1962,93,31,11,20,0,0
Vacation,CONNIE FRANCIS,7/28/1962,78,9,9,25,0,0
What's A Matter Baby (Is It Hurting You),TIMI YURO,7/14/1962,88,12,11,27,0,0
Rinky Dink,"DAVE ""BABY"" CORTEZ",7/14/1962,97,10,14,20,0,0
Al Di La,EMILIO PERICOLI,5/19/1962,100,6,14,21,0,0
